Row_No,Name,Change,Change (%),Price (Intraday),YTD Return (%),3-Mo Return (%),1-Year Return (%),3-Year Return (%),5-Year Return (%),Net Expense Ratio (%),Gross Expense Ratio (%),Net Assets,50 Day Avg,200 Day Avg,52 Week Range,Exchange,Funds by Category,Funds by Company,52 Week Low,52 Week High
4198,Franklin Small Cap Value R,0.81,1.19,68.75,23.87,8.91,7.01,12.61,25.16,1.23,1.23,4261999999.9999995,65.4,60.63,54.23 67.94,Nasdaq,Small Value,Franklin Templeton Investments,54.23,67.94
4199,DFA International Vector Equity I,0.22,1.1,20.29,12.75,3.21,38.27,17.01,15.06,0.29,0.29,4261000000.0,19.78,18.95,16.43 20.31,Nasdaq,Foreign Small/Mid Value,Dimensional Fund Advisors,16.43,20.31
4200,"Tweedy, Browne International Value Fund",0.11,0.34,32.25,13.38,7.0,23.77,12.47,15.59,1.41,1.41,4258000000.0,31.29,30.27,27.81 32.22,Nasdaq,Foreign Large Value,"Tweedy, Browne",27.81,32.22
4201,Nuveen Small Cap Blend Idx R6,0.58,1.86,31.83,18.89,5.03,12.79,17.04,14.89,0.3,0.3,4252000000.0,30.85,28.16,23.84 31.67,Nasdaq,Small Blend,Nuveen,23.84,31.67
4202,Nuveen Small Cap Blend Idx Retire,0.58,1.85,31.97,18.74,4.97,12.5,16.74,14.55,0.3,0.3,4252000000.0,31.0,28.3,23.95 31.83,Nasdaq,Small Blend,Nuveen,23.95,31.83
4203,Nuveen Small Cap Blend Idx I,0.57,1.83,31.73,18.81,5.01,12.78,16.81,14.67,0.3,0.3,4252000000.0,30.76,28.09,23.80 31.58,Nasdaq,Small Blend,Nuveen,23.8,31.58
4204,Federated Hermes Ultrashort Bond A,0.01,0.11,9.28,1.87,0.75,5.41,5.74,0.09,0.65,0.65,4247000000.0,9.29,9.31,9.27 9.33,Nasdaq,Ultrashort Bond,Federated,9.27,9.33
4205,Federated Hermes Ultrashort Bond Svc,0.01,0.11,9.28,2.01,0.87,5.35,5.8,0.14,0.65,0.65,4247000000.0,9.28,9.3,9.27 9.33,Nasdaq,Ultrashort Bond,Federated,9.27,9.33
4206,Federated Hermes Ultrashort Bond IS,0.01,0.11,9.28,2.07,0.89,5.57,5.9,0.24,0.65,0.65,4247000000.0,9.28,9.3,9.26 9.33,Nasdaq,Ultrashort Bond,Federated,9.26,9.33
4207,Federated Hermes Ultrashort Bond R6,0.0,0.0,9.27,5.29,1.25,-0.99,2.28,1.24,0.65,0.65,4247000000.0,9.28,9.3,9.26 9.33,Nasdaq,Ultrashort Bond,Federated,9.26,9.33
4208,Aristotle Strategic Income C,0.04,0.39,10.37,0.35,1.07,6.18,10.12,2.49,0.6,0.6,4245000000.0,10.62,10.56,10.18 10.70,Nasdaq,Multisector Bond,Aristotle Funds,10.18,10.7
4209,Aristotle Strategic Income I-2,0.04,0.39,10.42,0.34,1.23,7.23,11.2,3.45,0.6,0.6,4245000000.0,10.67,10.61,10.23 10.76,Nasdaq,Multisector Bond,Aristotle Funds,10.23,10.76
4210,Aristotle Strategic Income I,0.04,0.39,10.33,0.35,1.37,7.4,11.23,3.61,0.6,0.6,4245000000.0,10.58,10.53,10.15 10.67,Nasdaq,Multisector Bond,Aristotle Funds,10.15,10.67
4211,Aristotle Strategic Income A,0.04,0.39,10.41,0.32,1.26,7.06,10.84,3.28,0.6,0.6,4245000000.0,10.66,10.61,10.23 10.75,Nasdaq,Multisector Bond,Aristotle Funds,10.23,10.75
4212,Nuveen Quant Small Cap Equity A,0.4,1.81,22.47,19.19,5.02,16.1,18.43,24.71,0.65,0.65,4240000000.0,21.96,20.02,17.43 22.80,Nasdaq,Small Blend,Nuveen,17.43,22.8
4213,Nuveen Quant Small Cap Equity R6,0.43,1.81,24.23,19.41,5.11,16.48,18.7,25.06,0.65,0.65,4240000000.0,23.67,21.54,18.68 24.58,Nasdaq,Small Blend,Nuveen,18.68,24.58
4214,Nuveen Quant Small Cap Equity Ret,0.41,1.81,23.01,19.18,5.0,16.25,18.51,24.73,0.65,0.65,4240000000.0,22.48,20.48,17.81 23.34,Nasdaq,Small Blend,Nuveen,17.81,23.34
4215,Nuveen Quant Small Cap Equity I,0.44,1.85,24.22,19.31,5.07,16.53,18.7,24.98,0.65,0.65,4240000000.0,23.65,21.53,18.67 24.56,Nasdaq,Small Blend,Nuveen,18.67,24.56
4216,Nuveen Quant Small Cap Equity W,0.43,1.81,24.15,19.67,5.23,16.97,19.27,25.59,0.65,0.65,4240000000.0,23.58,21.47,18.67 24.49,Nasdaq,Small Blend,Nuveen,18.67,24.49
4217,Nuveen Quant Small Cap Equity Premier,0.43,1.83,23.99,19.28,5.07,16.37,18.56,24.9,0.65,0.65,4240000000.0,23.43,21.33,18.50 24.33,Nasdaq,Small Blend,Nuveen,18.5,24.33
4218,JPMorgan Global Bond Opportunities A,0.03,0.31,9.75,0.58,0.42,8.11,6.6,1.12,0.58,0.58,4223000000.0,9.78,9.84,9.58 10.00,Nasdaq,Global Bond-Usd Hedged,Jpmorgan,9.58,10.0
4219,JPMorgan Global Bond Opportunities C,0.03,0.31,9.71,0.36,0.32,7.73,6.19,0.72,0.58,0.58,4223000000.0,9.74,9.79,9.54 9.96,Nasdaq,Global Bond-Usd Hedged,Jpmorgan,9.54,9.96
4220,JPMorgan Global Bond Opportunities R6,0.03,0.31,9.79,0.81,0.52,8.62,7.0,1.52,0.58,0.58,4223000000.0,9.82,9.87,9.61 10.04,Nasdaq,Global Bond-Usd Hedged,Jpmorgan,9.61,10.04
4221,JPMorgan Global Bond Opportunities I,0.03,0.31,9.78,0.73,0.48,8.35,6.85,1.37,0.58,0.58,4223000000.0,9.81,9.87,9.61 10.04,Nasdaq,Global Bond-Usd Hedged,Jpmorgan,9.61,10.04
4222,TCW Emerging Markets Income I,0.02,0.28,7.04,4.62,1.65,14.59,12.09,-5.07,1.16,1.16,4219999999.9999995,7.06,7.01,6.74 7.15,Nasdaq,Emerging Markets Bond,Tcw,6.74,7.15
4223,TCW Emerging Markets Income Plan,0.02,0.28,7.04,7.54,2.0,-17.53,5.13,-6.16,1.16,1.16,4219999999.9999995,7.05,7.0,6.73 7.14,Nasdaq,Emerging Markets Bond,Tcw,6.73,7.14
4224,TCW Emerging Markets Income I-3,0.03,0.29,10.36,7.52,2.4,13.15,13.47,12.34,1.16,1.16,4219999999.9999995,10.43,10.41,10.01 10.83,Nasdaq,Emerging Markets Bond,Tcw,10.01,10.83
4225,TCW Emerging Markets Income N,0.03,0.33,9.09,4.56,1.72,14.43,12.02,-5.08,1.16,1.16,4219999999.9999995,9.11,9.05,8.70 9.23,Nasdaq,Emerging Markets Bond,Tcw,8.7,9.23
4226,Franklin Dynamic Asset Allocation Gr R5,0.35,1.39,25.47,9.17,3.07,18.65,21.07,17.05,1.23,1.23,4219999999.9999995,24.86,23.86,21.90 25.17,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,21.9,25.17
4227,Franklin Dynamic Asset Allocation Gr A,0.34,1.43,24.05,10.13,3.95,18.41,20.76,16.75,1.23,1.23,4219999999.9999995,23.47,22.55,20.69 23.77,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,20.69,23.77
4228,Franklin Dynamic Asset Allocation Gr C,0.3,1.41,21.58,9.63,3.75,17.53,19.89,15.9,1.23,1.23,4219999999.9999995,21.08,20.29,18.61 21.36,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,18.61,21.36
4229,Franklin Dynamic Asset Allocation Gr R6,0.34,1.4,24.58,9.19,3.09,18.82,21.21,17.18,1.23,1.23,4219999999.9999995,23.98,23.02,21.12 24.28,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,21.12,24.28
4230,Franklin Dynamic Asset Allocation Gr Y,0.35,1.45,24.52,10.26,4.0,18.7,21.04,17.1,1.23,1.23,4219999999.9999995,23.92,22.97,21.07 24.22,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,21.07,24.22
4231,Franklin Dynamic Asset Allocation Gr R,0.32,1.4,23.18,9.96,3.91,18.16,20.47,16.49,1.23,1.23,4219999999.9999995,22.63,21.76,19.96 22.92,Nasdaq,Moderately Aggressive Allocation,Franklin Templeton,19.96,22.92
4232,Causeway Emerging Markets Instl,0.47,2.64,18.29,22.56,1.37,36.19,17.21,-1.3,1.09,1.09,4219000000.0000005,18.42,16.32,12.92 19.81,Nasdaq,Diversified Emerging Mkts,Causeway,12.92,19.81
4233,Causeway Emerging Markets Investor,0.48,2.65,18.56,22.33,1.35,35.88,16.9,-1.53,1.09,1.09,4219000000.0000005,18.69,16.56,13.12 20.10,Nasdaq,Diversified Emerging Mkts,Causeway,13.12,20.1
4234,Eaton Vance Emerging and Frontier Countries Equity Fund,0.46,2.13,22.05,17.96,3.03,32.84,25.44,13.05,1.23,1.23,4206000000.0000005,22.11,20.01,17.16 23.66,Nasdaq,Diversified Emerging Mkts,Eaton Vance,17.16,23.66
4235,Eaton Vance Emerg & Frntr Countrs Eq I,0.46,2.11,22.29,18.12,3.05,33.21,25.77,13.42,1.23,1.23,4206000000.0000005,22.34,20.21,17.33 23.91,Nasdaq,Diversified Emerging Mkts,Eaton Vance,17.33,23.91
4236,ClearBridge Value IS,1.09,0.75,147.13,20.99,12.88,13.15,13.47,12.34,1.04,1.04,4195000000.0000005,142.49,135.62,125.67 146.04,Nasdaq,Large Value,Franklin Templeton Investments,125.67,146.04
4237,ClearBridge Value Fund,0.8,0.74,108.9,13.94,3.81,10.47,19.39,28.07,1.04,1.04,4195000000.0000005,105.51,100.98,93.13 108.10,Nasdaq,Large Value,Franklin Templeton Investments,93.13,108.1
4238,ClearBridge Value I,1.09,0.75,147.09,14.12,3.88,10.74,19.67,28.38,1.04,1.04,4195000000.0000005,142.47,135.61,125.66 146.00,Nasdaq,Large Value,Franklin Templeton Investments,125.66,146.0
4239,ClearBridge Value FI,1.03,0.75,139.04,13.88,3.78,10.33,19.21,27.93,1.04,1.04,4195000000.0000005,134.71,128.38,118.94 138.01,Nasdaq,Large Value,Franklin Templeton Investments,118.94,138.01
4240,ClearBridge Value R,1.01,0.75,136.47,13.74,3.73,10.11,18.93,27.59,1.04,1.04,4195000000.0000005,132.25,126.09,116.83 135.46,Nasdaq,Large Value,Franklin Templeton Investments,116.83,135.46
4241,ClearBridge Value C,0.77,0.74,104.8,13.48,3.63,9.71,18.52,27.18,1.04,1.04,4195000000.0000005,101.6,97.36,89.84 104.03,Nasdaq,Large Value,Franklin Templeton Investments,89.84,104.03
4242,Hartford Dynamic Bond A,0.04,0.4,10.04,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.08,10.21,9.98 10.49,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.98,10.49
4243,Hartford Dynamic Bond C,0.04,0.4,10.04,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.08,10.21,9.98 10.49,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.98,10.49
4244,Hartford Dynamic Bond F,0.04,0.4,10.0,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.03,10.17,9.93 10.45,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.93,10.45
4245,Hartford Dynamic Bond I,0.04,0.4,10.03,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.06,10.2,9.96 10.48,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.96,10.48
4246,Hartford Dynamic Bond R5,0.03,0.3,10.02,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.06,10.19,9.96 10.47,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.96,10.47
4247,Hartford Dynamic Bond R6,0.04,0.4,10.0,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.04,10.17,9.94 10.46,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.94,10.46
4248,Hartford Dynamic Bond Y,0.03,0.3,10.03,7.52,2.4,13.15,13.47,12.34,0.69,0.69,4194000000.0,10.07,10.2,9.97 10.48,Nasdaq,Multisector Bond,Hartford Mutual Funds,9.97,10.48
4249,ClearBridge Growth FI,2.72,2.87,97.62,-0.2,2.18,13.36,23.78,7.78,0.74,0.74,4190000000.0000005,94.93,96.94,83.73 118.95,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,83.73,118.95
4250,ClearBridge Growth R,2.37,2.87,85.01,-0.37,2.1,13.01,23.3,7.46,0.74,0.74,4190000000.0000005,82.7,85.04,73.01 106.46,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,73.01,106.46
4251,ClearBridge Growth IS,3.97,2.87,142.2,0.04,2.28,13.82,24.13,8.27,0.74,0.74,4190000000.0000005,138.24,139.17,121.82 163.30,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,121.82,163.3
4252,ClearBridge Growth C,3.71,2.87,133.0,-0.61,1.99,12.56,22.77,7.09,0.74,0.74,4190000000.0000005,129.44,131.0,35.53 155.27,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,35.53,155.27
4253,ClearBridge Growth I,3.83,2.87,137.12,-0.02,2.25,13.72,24.03,8.16,0.74,0.74,4190000000.0000005,133.31,134.39,117.50 158.32,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,117.5,158.32
4254,ClearBridge Growth A,2.67,2.87,95.63,-0.18,2.18,13.4,23.65,7.85,0.74,0.74,4190000000.0000005,93.01,95.05,82.03 116.91,Nasdaq,Mid-Cap Growth,Franklin Templeton Investments,82.03,116.91
4255,Calvert Bond I,0.06,0.42,14.43,-0.43,-0.61,8.1,7.51,0.24,1.55,1.55,4168999999.9999995,14.51,14.7,14.34 14.97,Nasdaq,Intermediate Core-Plus Bond,Calvert Research And Management,14.34,14.97
4256,Calvert Bond R6,0.06,0.42,14.42,-0.39,-0.59,8.18,7.59,0.37,1.55,1.55,4168999999.9999995,14.5,14.69,14.33 14.95,Nasdaq,Intermediate Core-Plus Bond,Calvert Research And Management,14.33,14.95
4257,Calvert Bond C,0.06,0.42,14.3,-1.04,-0.88,7.06,6.4,-0.71,1.55,1.55,4168999999.9999995,14.38,14.57,14.21 14.83,Nasdaq,Intermediate Core-Plus Bond,Calvert Research And Management,14.21,14.83
4258,Calvert Bond A,0.06,0.42,14.4,-0.55,-0.67,7.89,7.3,0.1,1.55,1.55,4168999999.9999995,14.48,14.68,14.31 14.94,Nasdaq,Intermediate Core-Plus Bond,Calvert Research And Management,14.31,14.94
4259,Frost Total Return Bond A,0.04,0.43,9.45,0.21,-0.5,5.32,8.27,3.21,0.46,0.46,4165000000.0,9.52,9.65,9.39 9.86,Nasdaq,Intermediate Core-Plus Bond,Frost Funds,9.39,9.86
4260,Frost Total Return Bond Fund,0.04,0.42,9.46,0.16,-0.57,5.51,8.37,3.09,0.46,0.46,4165000000.0,9.53,9.66,9.40 9.88,Nasdaq,Intermediate Core-Plus Bond,Frost Funds,9.4,9.88
4261,Frost Total Return Bond Inst,0.03,0.32,9.46,0.41,-0.41,5.77,8.64,3.45,0.46,0.46,4165000000.0,9.54,9.67,9.41 9.88,Nasdaq,Intermediate Core-Plus Bond,Frost Funds,9.41,9.88
4262,Vanguard Extended Duration Treasury Index Fund,0.2,1.11,18.16,-6.56,-4.71,1.31,2.09,-6.53,0.05,0.05,4162000000.0,18.97,19.67,17.88 21.37,Nasdaq,Long Government,Vanguard,17.88,21.37
4263,Fidelity Advisor Worldwide Z,0.67,1.57,43.31,15.41,3.11,16.55,25.1,18.76,0.81,0.81,4157000000.0,43.35,39.83,33.99 45.32,Nasdaq,Global Large-Stock Growth,Fidelity Investments,33.99,45.32
4264,Fidelity Advisor Worldwide A,0.65,1.57,41.99,15.15,3.0,16.11,24.61,18.32,0.81,0.81,4157000000.0,42.04,38.66,32.99 43.95,Nasdaq,Global Large-Stock Growth,Fidelity Investments,32.99,43.95
4265,Fidelity Advisor Worldwide C,0.59,1.55,38.59,14.67,2.8,15.2,23.61,17.39,0.81,0.81,4157000000.0,38.67,35.68,30.40 40.43,Nasdaq,Global Large-Stock Growth,Fidelity Investments,30.4,40.43
4266,Fidelity Advisor Worldwide I,0.66,1.57,42.62,15.31,3.06,16.38,24.91,18.62,0.81,0.81,4157000000.0,42.66,39.21,33.46 44.60,Nasdaq,Global Large-Stock Growth,Fidelity Investments,33.46,44.6
4267,Fidelity Advisor Worldwide M,0.64,1.57,41.42,15.0,2.94,15.79,24.27,17.99,0.81,0.81,4157000000.0,41.48,38.17,32.57 43.37,Nasdaq,Global Large-Stock Growth,Fidelity Investments,32.57,43.37
4268,Fidelity Worldwide,0.67,1.58,43.09,15.37,3.08,16.43,24.95,18.68,0.81,0.81,4157000000.0,43.13,39.63,33.82 45.09,Nasdaq,Global Large-Stock Growth,Fidelity Investments,33.82,45.09
4269,State Street US Core Equity Fund,1.32,1.61,83.54,9.52,5.6,17.3,28.85,26.37,0.13,0.13,4147999999.9999995,79.99,77.4,68.46 84.85,Nasdaq,Large Blend,State Street Investment Management,68.46,84.85
4270,Fidelity Flex US Bond Index,0.04,0.44,9.03,-0.29,-0.52,7.19,5.46,-1.89,0.0,0.0,4139000000.0,9.08,9.2,8.98 9.36,Nasdaq,Intermediate Core Bond,Fidelity Investments,8.98,9.36
4271,Fidelity Select Tech Hardware,8.5,4.07,217.59,62.76,12.85,39.68,33.51,23.61,0.67,0.67,4128000000.0,218.57,169.45,113.03 245.39,Nasdaq,Technology,Fidelity Investments,113.03,245.39
4272,Hartford International Opportunities Y,0.32,1.25,25.87,10.03,3.02,30.26,11.83,7.64,0.78,0.78,4118000000.0000005,25.48,24.47,22.30 26.22,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,22.3,26.22
4273,Hartford International Opportunities C,0.25,1.25,20.25,9.29,2.72,28.88,10.7,6.48,0.78,0.78,4118000000.0000005,19.97,19.26,17.53 20.56,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,17.53,20.56
4274,Hartford International Opportunities A,0.3,1.25,24.25,9.86,2.97,29.87,11.54,7.26,0.78,0.78,4118000000.0000005,23.89,22.97,20.92 24.59,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,20.92,24.59
4275,Hartford International Opportunities F,0.29,1.22,24.08,10.09,3.08,30.42,11.95,7.71,0.78,0.78,4118000000.0000005,23.72,22.8,20.75 24.40,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,20.75,24.4
4276,Hartford International Opportunities I,0.3,1.26,24.08,9.99,3.03,30.29,11.85,7.63,0.78,0.78,4118000000.0000005,23.72,22.8,20.76 24.40,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,20.76,24.4
4277,Hartford International Opportunities R3,0.31,1.26,24.82,9.62,2.85,29.46,11.15,6.98,0.78,0.78,4118000000.0000005,24.46,23.51,21.44 25.18,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,21.44,25.18
4278,Hartford International Opportunities R4,0.31,1.24,25.41,9.85,2.95,29.8,11.44,7.28,0.78,0.78,4118000000.0000005,25.03,24.06,21.93 25.77,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,21.93,25.77
4279,Hartford International Opportunities R5,0.32,1.26,25.68,10.02,3.01,30.27,11.86,7.6,0.78,0.78,4118000000.0000005,25.29,24.29,22.14 26.02,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,22.14,26.02
4280,Hartford International Opportunities R6,0.31,1.21,25.87,10.12,3.06,30.32,11.94,7.71,0.78,0.78,4118000000.0000005,25.48,24.47,22.30 26.22,Nasdaq,Foreign Large Blend,Hartford Mutual Funds,22.3,26.22
4281,iShares Russell 2000 Small-Cap Index Fund,0.6,1.86,32.92,20.81,6.26,12.83,16.95,14.78,0.13,0.13,4113000000.0000005,31.96,29.14,24.49 32.81,Nasdaq,Small Blend,Blackrock,24.49,32.81
4282,iShares Russell 2000 Small-Cap Index Fund,0.59,1.84,32.64,20.62,6.17,12.47,16.62,14.42,0.13,0.13,4113000000.0000005,31.7,28.92,24.29 32.54,Nasdaq,Small Blend,Blackrock,24.29,32.54
4283,iShares Russell 2000 Small-Cap Index Fund,0.6,1.86,32.79,20.78,6.25,12.78,16.9,14.73,0.13,0.13,4113000000.0000005,31.83,29.03,24.39 32.68,Nasdaq,Small Blend,Blackrock,24.39,32.68
4284,iShares Russell 2000 Small-Cap Index Fund,0.6,1.86,32.78,20.61,6.18,12.5,16.6,14.38,0.13,0.13,4113000000.0000005,31.83,29.03,24.39 32.67,Nasdaq,Small Blend,Blackrock,24.39,32.67
4285,Fidelity Advisor Real Estate Income Z,0.03,0.24,12.45,4.47,0.84,7.3,9.52,19.04,0.66,0.66,4102999999.9999995,12.49,12.33,12.08 12.60,Nasdaq,Miscellaneous Allocation,Fidelity Investments,12.08,12.6
4286,Fidelity Real Estate Income,0.03,0.24,12.52,4.47,0.81,7.17,9.32,18.9,0.66,0.66,4102999999.9999995,12.56,12.41,12.16 12.68,Nasdaq,Miscellaneous Allocation,Fidelity Investments,12.16,12.68
4287,Fidelity Advisor Real Estate Income A,0.02,0.16,12.41,4.28,0.73,6.88,9.02,18.64,0.66,0.66,4102999999.9999995,12.45,12.3,12.05 12.57,Nasdaq,Miscellaneous Allocation,Fidelity Investments,12.05,12.57
4288,Fidelity Advisor Real Estate Income C,0.02,0.16,12.18,3.76,0.45,6.08,8.32,17.8,0.66,0.66,4102999999.9999995,12.22,12.07,11.82 12.32,Nasdaq,Miscellaneous Allocation,Fidelity Investments,11.82,12.32
4289,Fidelity Advisor Real Estate Income M,0.03,0.24,12.42,4.26,0.72,6.88,9.09,18.61,0.66,0.66,4102999999.9999995,12.46,12.31,12.06 12.57,Nasdaq,Miscellaneous Allocation,Fidelity Investments,12.06,12.57
4290,Fidelity Advisor Real Estate Income I,0.02,0.16,12.45,4.37,0.71,7.11,9.37,18.98,0.66,0.66,4102999999.9999995,12.5,12.34,12.10 12.61,Nasdaq,Miscellaneous Allocation,Fidelity Investments,12.1,12.61
4291,Pzena Emerging Markets Value Instl,-0.06,-0.34,17.39,11.34,-0.81,35.45,20.71,6.68,1.11,1.11,4090000000.0,17.11,16.68,14.20 18.38,Nasdaq,Diversified Emerging Mkts,Pzena,14.2,18.38
4292,Pzena Emerging Markets Value Investor,-0.06,-0.35,17.27,11.14,-0.88,35.02,20.3,6.44,1.11,1.11,4090000000.0,17.0,16.58,14.12 18.28,Nasdaq,Diversified Emerging Mkts,Pzena,14.12,18.28
4293,T. Rowe Price Hedged Equity,0.19,1.37,14.09,7.52,2.4,13.15,13.47,12.34,0.49,0.49,4083999999.9999995,13.76,13.39,12.40 13.95,Nasdaq,Equity Hedged,T. Rowe Price,12.4,13.95
4294,T. Rowe Price Hedged Equity I,0.19,1.36,14.18,7.52,2.4,13.15,13.47,12.34,0.49,0.49,4083999999.9999995,13.84,13.46,12.46 14.03,Nasdaq,Equity Hedged,T. Rowe Price,12.46,14.03
4295,T. Rowe Price Hedged Equity Z,0.19,1.35,14.29,7.52,2.4,13.15,13.47,12.34,0.49,0.49,4083999999.9999995,13.95,13.55,12.54 14.14,Nasdaq,Equity Hedged,T. Rowe Price,12.54,14.14
4296,PIMCO Commodity and Real Ret Bd Alp A,-0.16,-1.06,14.96,21.44,-5.3,18.8,-7.87,32.8,1.08,1.08,4083000000.0,15.44,15.14,12.74 17.85,Nasdaq,Commodities Broad Basket,Pimco,12.74,17.85
4297,PIMCO Commodity and Real Ret Bd Alp C,-0.13,-1.01,12.75,20.94,-5.4,17.93,-8.57,31.87,1.08,1.08,4083000000.0,13.22,13.07,11.10 15.42,Nasdaq,Commodities Broad Basket,Pimco,11.1,15.42
4298,PIMCO Commodity and Real Ret Bd Alp Inst,-0.17,-1.05,16.09,21.75,-5.21,19.27,-7.36,33.48,1.08,1.08,4083000000.0,16.58,16.2,13.57 19.09,Nasdaq,Commodities Broad Basket,Pimco,13.57,19.09
4299,PIMCO Commodity and Real Ret Bd Alp I-3,-0.16,-1.0,15.92,21.64,-5.18,19.12,-7.67,33.13,1.08,1.08,4083000000.0,16.41,16.04,13.45 18.90,Nasdaq,Commodities Broad Basket,Pimco,13.45,18.9
4300,PIMCO Commodity and Real Ret Bd Alp I-2,-0.16,-1.0,15.92,21.74,-5.17,19.11,-7.65,33.15,1.08,1.08,4083000000.0,16.41,16.04,13.45 18.90,Nasdaq,Commodities Broad Basket,Pimco,13.45,18.9
4301,PIMCO Commodity and Real Ret Bd Alp Adm,-0.16,-1.04,15.2,21.61,-5.25,18.9,-7.71,32.91,1.08,1.08,4083000000.0,15.69,15.37,12.92 18.12,Nasdaq,Commodities Broad Basket,Pimco,12.92,18.12
4302,PIMCO Commodity and Real Ret Bd Alp R,-0.14,-0.99,13.99,21.25,-5.31,18.54,-8.16,32.58,1.08,1.08,4083000000.0,14.47,14.23,12.02 16.78,Nasdaq,Commodities Broad Basket,Pimco,12.02,16.78
4303,Aristotle Strategic Income H,0.03,0.31,9.74,7.52,2.4,13.15,13.47,12.34,0.6,0.6,4078999999.9999995,9.81,9.84,9.68 9.95,Nasdaq,Multisector Bond,Aristotle Funds,9.68,9.95
4304,Allspring Emerging Markets Equity Fund,0.64,1.63,39.81,17.08,3.78,36.28,8.39,-12.13,1.53,1.53,4077000000.0,40.01,36.36,29.75 42.74,Nasdaq,Diversified Emerging Mkts,Allspring Global Investments,29.75,42.74
4305,Allspring Emerging Markets Equity Fund,0.66,1.62,41.49,17.35,3.86,36.84,8.8,-11.76,1.53,1.53,4077000000.0,41.68,37.87,30.99 44.51,Nasdaq,Diversified Emerging Mkts,Allspring Global Investments,30.99,44.51
4306,Allspring Emerging Markets Equity Fund,0.66,1.62,41.48,17.28,3.86,36.73,8.69,-11.86,1.53,1.53,4077000000.0,41.68,37.87,30.98 44.51,Nasdaq,Diversified Emerging Mkts,Allspring Global Investments,30.98,44.51
4307,Eaton Vance National Municipal Income Fund,0.02,0.22,9.03,1.2,-0.18,2.62,7.7,1.47,0.44,0.44,4077000000.0,9.12,9.12,8.74 9.25,Nasdaq,Muni National Long,Eaton Vance,8.74,9.25
4308,Eaton Vance National Municipal Income Fund,0.02,0.22,9.03,0.76,-0.37,1.86,6.9,0.71,0.44,0.44,4077000000.0,9.12,9.12,8.74 9.25,Nasdaq,Muni National Long,Eaton Vance,8.74,9.25
4309,Eaton Vance National Municipal Income I,0.02,0.22,9.03,1.35,-0.12,2.88,7.97,1.72,0.44,0.44,4077000000.0,9.12,9.12,8.74 9.25,Nasdaq,Muni National Long,Eaton Vance,8.74,9.25
4310,Axonic Strategic Income A,0.02,0.23,8.7,2.02,1.21,13.15,13.47,12.34,1.03,1.03,4067999999.9999995,8.7,8.75,8.67 8.85,Nasdaq,Multisector Bond,Axonic,8.67,8.85
4311,Axonic Strategic Income I,0.02,0.23,8.87,2.31,1.39,13.15,13.47,12.34,1.03,1.03,4067999999.9999995,8.88,8.93,8.84 9.03,Nasdaq,Multisector Bond,Axonic,8.84,9.03
4312,Eaton Vance Global Macro Absolute Return Fund,0.01,0.11,9.05,5.46,1.82,12.11,6.69,1.88,1.26,1.26,4054999999.9999995,9.04,8.98,8.68 9.13,Nasdaq,Nontraditional Bond,Eaton Vance,8.68,9.13
4313,Eaton Vance Global Macro Absolute Return Fund,0.01,0.11,9.1,4.8,1.52,11.36,5.91,1.17,1.26,1.26,4054999999.9999995,9.09,9.02,8.71 9.17,Nasdaq,Nontraditional Bond,Eaton Vance,8.71,9.17
4314,Eaton Vance Glb Macr Absolt Retrn R6,0.01,0.11,9.02,5.59,1.8,12.51,7.08,2.25,1.26,1.26,4054999999.9999995,9.01,8.95,8.65 9.10,Nasdaq,Nontraditional Bond,Eaton Vance,8.65,9.1
